Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40237616,09/10/2018 11:45:59 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3230 CRUGER AVE,CRUGER AVE,,,,,LATLONG,BRONX,,N/A,Pending,10/10/2018 11:45:59 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2018 11:49:26 PM,12 BRONX,,BRONX,1021390,257194,MOBILE,Unspecified,BRONX,,,,,,,,40.87253440897364,-73.86570877307956,"(40.87253440897364, -73.86570877307956)"
40505110,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10011,26 WEST 9 STREET,WEST 9 STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,11/09/2018 06:39:31 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 06:41:52 AM,Unspecified MANHATTAN,,MANHATTAN,984957,206421,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.73325459698725,-73.9974489659407,"(40.73325459698725, -73.9974489659407)"
40505111,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11236,8101 AVENUE K,AVENUE K,,,,,LATLONG,BROOKLYN,,N/A,Assigned,11/09/2018 07:41:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 07:44:41 PM,Unspecified BROOKLYN,,BROOKLYN,1009540,169918,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.633026118594586,-73.90888434590202,"(40.633026118594586, -73.90888434590202)"
40239626,09/11/2018 12:54:58 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11233,24 PLEASANT PLACE,PLEASANT PLACE,HERKIMER STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/11/2018 12:54:58 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/11/2018 01:03:18 AM,16 BROOKLYN,3015680040,BROOKLYN,1009222,185854,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67676783244181,-73.90997103749335,"(40.67676783244181, -73.90997103749335)"
40239690,09/10/2018 11:44:56 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10467,3230 CRUGER AVE,CRUGER AVE,,,,,LATLONG,BRONX,,N/A,Pending,10/10/2018 11:44:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2018 11:48:26 PM,12 BRONX,,BRONX,1021350,257226,MOBILE,Unspecified,BRONX,,,,,,,,40.87262240727073,-73.8658532281077,"(40.87262240727073, -73.8658532281077)"
40505109,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10014,43 MACDOUGAL STREET,MACDOUGAL STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,11/09/2018 06:57:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 07:00:07 AM,Unspecified MANHATTAN,,MANHATTAN,983529,204409,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72773214839273,-74.00260133399424,"(40.72773214839273, -74.00260133399424)"
40505112,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10303,216 MAPLE PARKWAY,MAPLE PARKWAY,SPIRIT LANE,FOREST AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,11/09/2018 10:55:56 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 11:05:07 AM,01 STATEN ISLAND,5012237501,STATEN ISLAND,940779,168135,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.62806160253838,-74.15660717127399,"(40.62806160253838, -74.15660717127399)"
40506091,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,10031,565 WEST 144 STREET,WEST 144 STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,11/09/2018 09:54:14 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 09:57:43 AM,Unspecified MANHATTAN,,MANHATTAN,997974,240135,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82577997224358,-73.95041149198038,"(40.82577997224358, -73.95041149198038)"
40506092,10/10/2018 12:00:00 AM,08/30/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10023,215 WEST   75 STREET,WEST   75 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Pending,11/09/2018 12:41:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 12:56:02 PM,07 MANHATTAN,1011677501,MANHATTAN,989569,223750,PHONE,Unspecified,MANHATTAN,,,,,,,,40.780816707577834,-73.98079399935034,"(40.780816707577834, -73.98079399935034)"
40506177,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10310,58 BARKER STREET,BARKER STREET,TRINITY PLACE,CASTLETON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,11/09/2018 02:06:31 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 02:12:31 PM,01 STATEN ISLAND,5001980097,STATEN ISLAND,950536,170962,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.63586361770097,-74.12147110362488,"(40.63586361770097, -74.12147110362488)"
40506179,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11217,549 BERGEN STREET,BERGEN STREET,6 AVENUE,CARLTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,11/09/2018 09:48:36 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 09:55:34 PM,08 BROOKLYN,3011360058,BROOKLYN,991970,187112,PHONE,Unspecified,BROOKLYN,,,,,,,,40.680252613939075,-73.97216643446522,"(40.680252613939075, -73.97216643446522)"
40506247,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,1066 E 81ST ST,E 81ST ST,,,,,LATLONG,BROOKLYN,,N/A,Assigned,11/09/2018 07:37:19 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 07:44:40 PM,Unspecified BROOKLYN,,BROOKLYN,1009356,169916,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63302115243675,-73.9095472741964,"(40.63302115243675, -73.9095472741964)"
40506248,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11356,22-01 121 STREET,121 STREET,,,,,LATLONG,COLLEGE POINT,,N/A,Assigned,11/09/2018 12:42:56 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 12:45:44 PM,Unspecified QUEENS,,QUEENS,1026707,223440,MOBILE,Unspecified,QUEENS,,,,,,,,40.77986546835862,-73.84669713661052,"(40.77986546835862, -73.84669713661052)"
40506255,10/10/2018 12:00:00 AM,08/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11205,171 WASHINGTON PARK,WASHINGTON PARK,MYRTLE AVENUE,WILLOUGHBY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,11/09/2018 01:55:41 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 02:01:15 PM,02 BROOKLYN,3020720007,BROOKLYN,991565,191453,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69216800869479,-73.97362190198265,"(40.69216800869479, -73.97362190198265)"
40506257,10/10/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11225,1680 BEDFORD AVENUE,BEDFORD AVENUE,MONTGOMERY STREET,SULLIVAN PLACE,,,ADDRESS,BROOKLYN,,N/A,Pending,11/09/2018 03:29:48 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 03:42:09 PM,09 BROOKLYN,3013020001,BROOKLYN,996192,181737,PHONE,Unspecified,BROOKLYN,,,,,,,,40.665494758012144,-73.95695402762182,"(40.665494758012144, -73.95695402762182)"
40506256,10/10/2018 12:00:00 AM,10/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11238,349 PROSPECT PLACE,PROSPECT PLACE,UNDERHILL AVENUE,WASHINGTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,11/09/2018 12:41:20 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/17/2018 12:00:00 AM,08 BROOKLYN,3011530053,BROOKLYN,993994,185868,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67683611913754,-73.96487093632982,"(40.67683611913754, -73.96487093632982)"
40507157,10/10/2018 12:00:00 AM,08/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10033,499 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 181 STREET,WEST 183 STREET,,,ADDRESS,NEW YORK,,N/A,Pending,11/09/2018 10:47:00 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,08/28/2018 12:00:00 AM,12 MANHATTAN,1021790099,MANHATTAN,1001430,249670,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85194472351711,-73.93789961254876,"(40.85194472351711, -73.93789961254876)"
40507158,10/10/2018 12:00:00 AM,10/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11215,417 15 STREET,15 STREET,8 AVENUE,PROSPECT PARK WEST,,,ADDRESS,BROOKLYN,,N/A,Closed,11/09/2018 01:40:35 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/11/2018 12:00:00 AM,06 BROOKLYN,3011030071,BROOKLYN,989319,180429,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66191119038806,-73.9817293330513,"(40.66191119038806, -73.9817293330513)"
40507242,10/10/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11216,175 QUINCY STREET,QUINCY STREET,BEDFORD AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,11/09/2018 08:16:22 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 08:25:01 AM,03 BROOKLYN,3018020100,BROOKLYN,997094,189433,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68661727708742,-73.95368802475745,"(40.68661727708742, -73.95368802475745)"
40507244,10/10/2018 12:00:00 AM,09/07/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Construction Site,11206,220 MONTROSE AVENUE,MONTROSE AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,11/09/2018 01:03:10 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 01:09:19 PM,01 BROOKLYN,3030630012,BROOKLYN,1000774,197077,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70759216849128,-73.94040019509238,"(40.70759216849128, -73.94040019509238)"
40507243,10/10/2018 12:00:00 AM,10/15/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,11218,751 MC DONALD AVENUE,MC DONALD AVENUE,CORTELYOU ROAD,DITMAS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,11/09/2018 11:01:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/15/2018 12:00:00 AM,12 BROOKLYN,3053850058,BROOKLYN,990320,170996,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.63601902170369,-73.97812982477821,"(40.63601902170369, -73.97812982477821)"
40241732,09/10/2018 11:21:07 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Mixed Use Building,10002,168 BROOME STREET,BROOME STREET,ATTORNEY STREET,CLINTON STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/10/2018 11:21:07 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2018 11:29:10 PM,03 MANHATTAN,1003477501,MANHATTAN,988240,200400,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71672754204703,-73.98560664498088,"(40.71672754204703, -73.98560664498088)"
40242808,09/10/2018 11:15:28 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10023,255 WEST 75 STREET,WEST 75 STREET,BROADWAY,WEST END AVENUE,,,ADDRESS,NEW YORK,,N/A,Pending,10/10/2018 11:15:28 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/10/2018 11:17:51 PM,07 MANHATTAN,1011670104,MANHATTAN,989200,223954,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.781376847871165,-73.98212624499489,"(40.781376847871165, -73.98212624499489)"
40508151,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11219,1045 44 STREET,44 STREET,,,,,LATLONG,BROOKLYN,,N/A,Assigned,11/09/2018 05:48:27 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 05:51:14 PM,Unspecified BROOKLYN,,BROOKLYN,985760,172880,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64119215035428,-73.99455905691866,"(40.64119215035428, -73.99455905691866)"
40508223,10/10/2018 12:00:00 AM,10/02/2018 11:10:41 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,280 EAST 21 STREET,EAST 21 STREET,,,,,LATLONG,BROOKLYN,,N/A,Pending,11/09/2018 06:31:14 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 06:35:49 PM,Unspecified BROOKLYN,,BROOKLYN,995431,175249,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.64768761568714,-73.95970787469467,"(40.64768761568714, -73.95970787469467)"
40508224,10/10/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10031,565 WEST 144 STREET,WEST 144 STREET,,,,,LATLONG,NEW YORK,,N/A,Assigned,11/09/2018 08:58:08 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 09:00:40 AM,Unspecified MANHATTAN,,MANHATTAN,997974,240135,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82577997224358,-73.95041149198038,"(40.82577997224358, -73.95041149198038)"
40508225,10/10/2018 12:00:00 AM,10/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11418,136-14 HILLSIDE AVENUE,HILLSIDE AVENUE,136 STREET,I 678,,,ADDRESS,Richmond Hill,,N/A,Pending,11/09/2018 11:03:21 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/05/2018 12:00:00 AM,09 QUEENS,4096170013,QUEENS,1034675,195798,PHONE,Unspecified,QUEENS,,,,,,,,40.70395336866916,-73.818133742078,"(40.70395336866916, -73.818133742078)"
40508058,10/10/2018 12:00:00 AM,10/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11434,179-26 135 AVENUE,135 AVENUE,BEND,BELKNAP STREET,,,ADDRESS,Jamaica,,N/A,Pending,11/09/2018 01:13:54 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 01:26:09 PM,12 QUEENS,4129950082,QUEENS,1050958,186054,PHONE,Unspecified,QUEENS,,,,,,,,40.67710066279715,-73.75950310385515,"(40.67710066279715, -73.75950310385515)"
